occ_year,occ_hour,premises_type,age_cohort
2023,11,Apartment,25 to 34
2023,14,Outside,45 to 54
2023,12,Outside,18 to 24
2023,5,Apartment,35 to 44
2023,11,Outside,25 to 34
2023,8,Apartment,35 to 44
2023,16,Apartment,25 to 34
2023,15,Transit,25 to 34
2023,19,Transit,35 to 44
2023,16,Other,55 to 64
2023,9,Apartment,65 and above
2023,10,House,25 to 34
2023,20,Apartment,35 to 44
2023,9,House,25 to 34
2023,10,Other,45 to 54
2023,10,Apartment,65 and above
2023,8,Apartment,35 to 44
2023,19,Other,65 and above
2023,7,Apartment,55 to 64
2023,14,House,18 to 24
2023,19,Apartment,18 to 24
2023,19,Other,45 to 54
2023,21,Apartment,55 to 64
2023,1,Commercial,25 to 34
2023,13,House,35 to 44
2023,8,Apartment,45 to 54
2023,23,Transit,18 to 24
2023,13,Apartment,25 to 34
2023,9,Apartment,35 to 44
2023,16,Apartment,25 to 34
2023,9,House,65 and above
2023,20,Apartment,55 to 64
2023,16,Outside,25 to 34
2023,16,Apartment,55 to 64
2023,9,Apartment,35 to 44
2023,10,Apartment,55 to 64
2023,14,Other,65 and above
2023,17,House,45 to 54
2023,18,House,18 to 24
2023,9,Apartment,Not Recorded
2023,11,House,25 to 34
2023,1,Apartment,35 to 44
2023,9,Other,35 to 44
2023,13,Apartment,65 and above
2023,18,Apartment,18 to 24
2023,16,Apartment,55 to 64
2023,18,Apartment,35 to 44
2023,10,Apartment,65 and above
2023,12,Commercial,55 to 64
2023,7,Apartment,25 to 34
2023,19,Other,25 to 34
2023,21,Other,35 to 44
2023,15,Educational,35 to 44
2023,12,Apartment,25 to 34
2023,1,Apartment,25 to 34
2023,14,House,35 to 44
2023,9,House,35 to 44
2023,23,Apartment,25 to 34
2023,11,Apartment,25 to 34
2023,17,Apartment,45 to 54
2023,15,Apartment,55 to 64
2023,23,Apartment,25 to 34
2023,15,Outside,55 to 64
2023,23,Apartment,35 to 44
2023,10,Apartment,65 and above
2023,17,Outside,35 to 44
2023,17,Apartment,55 to 64
2023,9,Outside,35 to 44
2023,15,Outside,25 to 34
2023,18,Other,35 to 44
2023,9,Other,25 to 34
2023,2,Outside,25 to 34
2023,15,Apartment,25 to 34
2023,19,Transit,25 to 34
2023,19,Transit,35 to 44
2023,13,Apartment,25 to 34
2023,15,Outside,25 to 34
2023,21,Apartment,18 to 24
2023,12,Apartment,18 to 24
2023,13,Other,45 to 54
2023,11,Apartment,55 to 64
2023,1,Apartment,25 to 34
2023,9,House,65 and above
2023,9,House,25 to 34
2023,8,Commercial,45 to 54
2023,15,Apartment,55 to 64
2023,17,Other,55 to 64
2023,16,Apartment,25 to 34
2023,5,Transit,25 to 34
2023,17,Other,65 and above
2023,10,Outside,35 to 44
2023,17,Apartment,18 to 24
2023,2,House,25 to 34
2023,12,Apartment,25 to 34
2023,17,Apartment,18 to 24
2023,12,Apartment,35 to 44
2023,1,Outside,55 to 64
2023,13,House,18 to 24
2023,12,House,55 to 64
2023,13,Apartment,35 to 44
2023,11,Other,35 to 44
2023,16,House,18 to 24
2023,13,Apartment,55 to 64
2023,20,Apartment,65 and above
2023,21,Apartment,55 to 64
2023,18,House,65 and above
2023,14,Apartment,65 and above
2023,11,Apartment,35 to 44
2023,12,Apartment,35 to 44
2023,17,Apartment,45 to 54
2023,13,Apartment,45 to 54
2023,13,Commercial,45 to 54
2023,10,Apartment,18 to 24
2023,9,House,55 to 64
2023,4,Apartment,25 to 34
2023,2,Apartment,25 to 34
2023,19,House,45 to 54
2023,8,Commercial,55 to 64
2023,21,Transit,25 to 34
2023,16,Apartment,25 to 34
2023,15,Other,35 to 44
2023,13,Other,35 to 44
2023,11,House,35 to 44
2023,8,House,65 and above
2023,18,Apartment,65 and above
2023,11,Outside,35 to 44
2023,15,Apartment,25 to 34
2023,8,Apartment,45 to 54
2023,16,House,45 to 54
2023,17,Apartment,65 and above
2023,10,Apartment,35 to 44
2023,21,Commercial,35 to 44
2023,2,Apartment,55 to 64
2023,11,Apartment,55 to 64
2023,7,Apartment,18 to 24
2023,9,House,65 and above
2023,18,Commercial,25 to 34
2023,7,Outside,25 to 34
2023,12,Commercial,18 to 24
2023,20,House,45 to 54
2023,9,Apartment,45 to 54
2023,19,Apartment,18 to 24
2023,22,Outside,35 to 44
2023,19,Outside,45 to 54
2023,19,Outside,18 to 24
2023,21,Apartment,25 to 34
2023,19,Apartment,55 to 64
2023,21,Commercial,25 to 34
2023,10,Apartment,55 to 64
2023,15,Apartment,18 to 24
2023,20,Other,35 to 44
2023,4,Commercial,18 to 24
2023,21,Apartment,55 to 64
2023,22,Apartment,55 to 64
2023,3,Commercial,35 to 44
2023,20,House,55 to 64
2023,3,Apartment,45 to 54
2023,16,Outside,25 to 34
2023,8,Commercial,35 to 44
2023,22,House,65 and above
2023,17,Apartment,45 to 54
2023,19,Outside,45 to 54
2023,16,House,65 and above
2023,12,Apartment,18 to 24
2023,2,House,25 to 34
2023,1,Outside,18 to 24
2023,12,House,65 and above
2023,14,Other,35 to 44
2023,1,Outside,35 to 44
2023,10,Outside,35 to 44
2023,6,Apartment,25 to 34
2023,18,Apartment,65 and above
2023,19,Apartment,35 to 44
2023,8,Apartment,25 to 34
2023,12,Outside,25 to 34
2023,11,Apartment,35 to 44
2023,19,Apartment,18 to 24
2023,2,Other,25 to 34
2023,17,Apartment,35 to 44
2023,7,Outside,25 to 34
2023,7,House,25 to 34
2023,19,Other,18 to 24
2023,12,Outside,45 to 54
2023,6,House,65 and above
2023,16,Apartment,45 to 54
2023,16,Outside,25 to 34
2023,19,Apartment,35 to 44
2023,19,Apartment,35 to 44
2023,23,Apartment,55 to 64
2023,15,Apartment,35 to 44
2023,18,Other,25 to 34
2023,18,Apartment,65 and above
2023,10,Outside,45 to 54
2023,8,Apartment,65 and above
2023,12,Apartment,35 to 44
2023,23,House,35 to 44
2023,16,Apartment,18 to 24
2023,15,Apartment,65 and above
2023,15,Apartment,18 to 24
2023,16,Other,55 to 64
2023,3,House,18 to 24
2023,9,House,25 to 34
2023,10,House,25 to 34
2023,12,Commercial,35 to 44
2023,9,Educational,25 to 34
2023,18,House,18 to 24
2023,15,Apartment,35 to 44
2023,21,Apartment,35 to 44
2023,22,Apartment,35 to 44
2023,22,Apartment,18 to 24
2023,14,Outside,25 to 34
2023,22,Outside,35 to 44
2023,20,Apartment,35 to 44
2023,4,Apartment,18 to 24
2023,1,Apartment,18 to 24
2023,16,Outside,25 to 34
2023,16,Apartment,25 to 34
2023,21,Apartment,45 to 54
2023,10,Apartment,45 to 54
2023,21,Apartment,25 to 34
2023,23,House,25 to 34
2023,9,Apartment,25 to 34
2023,20,Transit,35 to 44
2023,12,Apartment,55 to 64
2023,11,Outside,18 to 24
2023,13,Apartment,65 and above
2023,23,Apartment,45 to 54
2023,23,Apartment,25 to 34
2023,9,Commercial,25 to 34
2023,15,Outside,25 to 34
2023,9,Apartment,65 and above
2023,20,Apartment,25 to 34
2023,23,Outside,25 to 34
2023,21,Apartment,25 to 34
2023,7,Transit,25 to 34
2023,21,Apartment,55 to 64
2023,17,Transit,45 to 54
2023,16,Apartment,35 to 44
2023,17,Other,55 to 64
2023,15,Other,35 to 44
2023,16,Apartment,35 to 44
2023,13,Apartment,55 to 64
2023,2,Outside,35 to 44
2023,2,Apartment,65 and above
2023,20,Other,35 to 44
2023,12,Apartment,35 to 44
2023,17,Apartment,55 to 64
2023,14,Apartment,35 to 44
2023,23,Commercial,45 to 54
2023,22,Commercial,45 to 54
2023,20,Apartment,35 to 44
2023,10,Apartment,25 to 34
2023,14,Apartment,55 to 64
2023,5,Apartment,25 to 34
2023,11,Outside,35 to 44
2023,11,Apartment,25 to 34
2023,15,Apartment,25 to 34
2023,21,Apartment,25 to 34
2023,20,Apartment,25 to 34
2023,22,Apartment,25 to 34
2023,17,Apartment,18 to 24
2023,16,Outside,35 to 44
2023,21,Outside,35 to 44
2023,16,Apartment,25 to 34
2023,11,Apartment,35 to 44
2023,17,Apartment,35 to 44
2023,12,Apartment,45 to 54
2023,19,Other,55 to 64
2023,10,Apartment,18 to 24
2023,7,Other,45 to 54
2023,16,Apartment,55 to 64
2023,23,Apartment,18 to 24
2023,22,Apartment,45 to 54
2023,10,Apartment,Not Recorded
2023,19,Apartment,45 to 54
2023,8,Apartment,55 to 64
2023,15,House,35 to 44
2023,22,Outside,25 to 34
2023,17,House,25 to 34
2023,8,House,35 to 44
2023,20,House,35 to 44
2023,17,Apartment,35 to 44
2023,17,Apartment,35 to 44
2023,18,Apartment,18 to 24
2023,5,Outside,25 to 34
2023,18,House,45 to 54
2023,13,House,25 to 34
2023,16,Apartment,25 to 34
2023,10,Apartment,35 to 44
2023,21,House,25 to 34
2023,13,Apartment,65 and above
2023,10,House,18 to 24
2023,18,Apartment,25 to 34
2023,18,Apartment,18 to 24
2023,10,Apartment,25 to 34
2023,10,Outside,25 to 34
2023,16,Apartment,65 and above
2023,15,Outside,45 to 54
2023,9,Other,25 to 34
2023,6,Apartment,55 to 64
2023,19,Apartment,55 to 64
2023,16,Apartment,45 to 54
2023,23,Apartment,25 to 34
2023,19,Outside,35 to 44
2023,21,Commercial,25 to 34
2023,11,Apartment,35 to 44
2023,18,Other,45 to 54
2023,20,House,35 to 44
2023,11,Educational,25 to 34
2023,13,Apartment,18 to 24
2023,1,Other,35 to 44
2023,22,Apartment,35 to 44
2023,11,Other,55 to 64
2023,9,House,18 to 24
2023,8,Outside,45 to 54
2023,16,House,45 to 54
2023,18,Apartment,35 to 44
2023,6,House,18 to 24
2023,2,House,25 to 34
2023,15,Other,25 to 34
2023,9,Commercial,35 to 44
2023,13,Apartment,18 to 24
2023,12,Apartment,25 to 34
2023,18,Apartment,18 to 24
2023,23,Transit,35 to 44
2023,22,Apartment,18 to 24
2023,21,Other,35 to 44
2023,17,Other,65 and above
2023,20,Other,25 to 34
2023,15,Outside,Not Recorded
2023,22,Apartment,45 to 54
2023,10,Other,35 to 44
2023,12,House,35 to 44
2023,18,Outside,55 to 64
2023,9,Apartment,55 to 64
2023,23,House,18 to 24
2023,9,House,25 to 34
2023,6,Outside,35 to 44
2023,22,Apartment,35 to 44
2023,8,Apartment,65 and above
2023,2,Outside,18 to 24
2023,17,Apartment,55 to 64
2023,20,House,18 to 24
2023,20,Outside,25 to 34
2023,16,Apartment,35 to 44
2023,10,Apartment,65 and above
2023,22,Apartment,55 to 64
2023,21,Apartment,25 to 34
2023,15,Commercial,25 to 34
2023,1,House,35 to 44
2023,15,Apartment,65 and above
2023,14,Apartment,25 to 34
2023,13,House,45 to 54
2023,6,Apartment,35 to 44
2023,6,House,18 to 24
2023,12,Apartment,65 and above
2023,8,Apartment,45 to 54
2023,5,Apartment,18 to 24
2023,6,Other,65 and above
2023,12,House,18 to 24
2023,17,Apartment,18 to 24
2023,21,Apartment,35 to 44
2023,21,Outside,55 to 64
2023,13,House,25 to 34
2023,13,Apartment,55 to 64
2023,3,Apartment,18 to 24
2023,13,Commercial,18 to 24
2023,2,House,25 to 34
2023,6,Apartment,45 to 54
2023,11,House,55 to 64
2023,19,Other,18 to 24
2023,16,Apartment,55 to 64
2023,1,Outside,25 to 34
2023,14,Outside,65 and above
2023,9,Educational,18 to 24
2023,22,Apartment,35 to 44
2023,14,Other,35 to 44
2023,6,Outside,25 to 34
2023,22,Apartment,25 to 34
2023,8,House,25 to 34
2023,1,Other,25 to 34
2023,16,Apartment,18 to 24
2023,8,Apartment,25 to 34
2023,17,Outside,25 to 34
2023,21,Outside,18 to 24
2023,9,House,18 to 24
2023,23,Other,25 to 34
2023,20,House,25 to 34
2023,23,Outside,18 to 24
2023,14,Outside,35 to 44
2023,10,Outside,35 to 44
2023,11,House,25 to 34
2023,10,House,45 to 54
2023,20,Apartment,55 to 64
2023,14,Apartment,55 to 64
2023,14,Outside,45 to 54
2023,6,Apartment,25 to 34
2023,1,Apartment,Not Recorded
2023,19,Apartment,25 to 34
2023,9,Outside,55 to 64
2023,16,Outside,35 to 44
2023,10,Apartment,25 to 34
2023,21,Other,35 to 44
2023,1,Apartment,65 and above
2023,10,House,18 to 24
2023,1,House,25 to 34
2023,2,Apartment,25 to 34
2023,16,Other,35 to 44
2023,17,Apartment,18 to 24
2023,12,Other,65 and above
2023,23,Outside,18 to 24
2023,9,Other,55 to 64
2023,11,Apartment,55 to 64
2023,15,Other,55 to 64
2023,20,Apartment,25 to 34
2023,19,Apartment,25 to 34
2023,17,Other,65 and above
2023,9,Commercial,35 to 44
2023,10,Apartment,35 to 44
2023,15,Apartment,25 to 34
2023,11,Other,25 to 34
2023,12,Apartment,45 to 54
2023,11,Apartment,25 to 34
2023,11,House,25 to 34
2023,21,House,55 to 64
2023,12,Outside,18 to 24
2023,17,House,18 to 24
2023,21,Outside,18 to 24
2023,13,Educational,25 to 34
2023,16,Commercial,35 to 44
2023,9,Outside,25 to 34
2023,17,Apartment,55 to 64
2023,16,Apartment,35 to 44
2023,18,House,35 to 44
2023,21,Apartment,25 to 34
2023,19,Educational,18 to 24
2023,14,Apartment,45 to 54
2023,7,Transit,25 to 34
2023,18,Apartment,25 to 34
2023,13,Apartment,25 to 34
2023,8,Other,65 and above
2023,3,Other,25 to 34
2023,19,Apartment,55 to 64
2023,11,Outside,35 to 44
2023,19,Other,35 to 44
2023,14,Apartment,18 to 24
2023,10,Apartment,55 to 64
2023,13,Other,35 to 44
2023,1,Outside,35 to 44
2023,13,Apartment,45 to 54
2023,4,Apartment,45 to 54
2023,22,Other,25 to 34
2023,2,Outside,18 to 24
2023,23,Outside,18 to 24
2023,8,House,35 to 44
2023,14,Other,25 to 34
2023,20,House,25 to 34
2023,12,Apartment,65 and above
2023,10,Apartment,65 and above
2023,18,Apartment,35 to 44
2023,17,Commercial,25 to 34
2023,17,Apartment,25 to 34
2023,12,House,45 to 54
2023,15,Apartment,65 and above
2023,23,House,55 to 64
2023,20,Apartment,18 to 24
2023,15,Other,65 and above
2023,11,House,55 to 64
2023,12,Apartment,25 to 34
2023,11,Other,35 to 44
2023,15,House,25 to 34
2023,21,Commercial,25 to 34
2023,16,House,45 to 54
2023,17,Apartment,65 and above
2023,9,Transit,25 to 34
2023,19,Other,25 to 34
2023,19,House,18 to 24
2023,15,Apartment,65 and above
2023,17,Other,25 to 34
2023,2,Commercial,18 to 24
2023,5,Outside,35 to 44
2023,21,Apartment,25 to 34
2023,22,Outside,35 to 44
2023,1,Apartment,25 to 34
2023,20,House,45 to 54
2023,14,Transit,18 to 24
2023,21,Outside,25 to 34
2023,12,Other,35 to 44
2023,12,Transit,35 to 44
2023,15,Apartment,65 and above
2023,8,House,65 and above
2023,20,Apartment,18 to 24
2023,16,Other,65 and above
2023,21,Apartment,35 to 44
2023,21,Apartment,65 and above
2023,15,Apartment,25 to 34
2023,2,House,35 to 44
2023,12,House,35 to 44
2023,18,Apartment,35 to 44
2023,11,Apartment,25 to 34
2023,11,Educational,18 to 24
2023,9,Apartment,25 to 34
2023,4,Apartment,25 to 34
2023,11,Apartment,25 to 34
2023,17,Apartment,18 to 24
2023,12,Apartment,55 to 64
2023,21,Apartment,25 to 34
2023,3,Outside,25 to 34
2023,19,Apartment,35 to 44
2023,17,Outside,18 to 24
2023,20,Apartment,35 to 44
2023,17,Transit,55 to 64
2023,22,Apartment,35 to 44
2023,8,Apartment,25 to 34
2023,10,Other,45 to 54
2023,2,Other,55 to 64
2023,16,Outside,25 to 34
2023,22,Other,18 to 24
2023,7,Commercial,35 to 44
2023,12,Apartment,45 to 54
2023,3,House,55 to 64
2023,1,Apartment,25 to 34
2023,9,Apartment,65 and above
2023,7,Other,65 and above
2023,13,House,65 and above
2023,16,Outside,25 to 34
2023,21,House,18 to 24
2023,21,Apartment,25 to 34
2023,14,Apartment,25 to 34
2023,8,Outside,25 to 34
2023,20,Outside,35 to 44
2023,12,Apartment,35 to 44
2023,20,Other,65 and above
2023,18,Other,25 to 34
2023,7,Other,55 to 64
2023,14,Apartment,25 to 34
2023,10,Apartment,25 to 34
2023,19,Apartment,18 to 24
2023,20,House,25 to 34
2023,10,Other,45 to 54
2023,9,Apartment,55 to 64
2023,18,Apartment,65 and above
2023,12,Apartment,45 to 54
2023,23,Apartment,35 to 44
2023,20,Apartment,35 to 44
2023,17,Apartment,18 to 24
2023,1,Outside,35 to 44
2023,8,Commercial,45 to 54
2023,14,Other,65 and above
2023,21,Apartment,45 to 54
2023,21,Apartment,25 to 34
2023,10,Apartment,18 to 24
2023,21,Apartment,25 to 34
2023,19,Apartment,35 to 44
2023,16,House,35 to 44
2023,15,Apartment,35 to 44
2023,4,Outside,25 to 34
2023,15,Apartment,55 to 64
2023,11,Other,55 to 64
2023,22,Apartment,35 to 44
2023,16,Apartment,25 to 34
2023,13,Transit,55 to 64
2023,11,Other,65 and above
2023,16,Outside,Not Recorded
2023,14,Other,35 to 44
2023,14,Commercial,35 to 44
2023,17,Apartment,25 to 34
2023,13,Commercial,35 to 44
2023,9,Outside,35 to 44
2023,2,House,25 to 34
2023,12,Other,25 to 34
2023,8,Outside,18 to 24
2023,18,Apartment,35 to 44
2023,1,Outside,25 to 34
2023,8,House,25 to 34
2023,15,Apartment,35 to 44
2023,19,Apartment,65 and above
2023,3,Apartment,25 to 34
2023,6,Apartment,25 to 34
2023,23,Apartment,55 to 64
2023,22,House,25 to 34
2023,20,Outside,55 to 64
2023,14,Apartment,65 and above
2023,14,Other,35 to 44
2023,18,Apartment,35 to 44
2023,16,Apartment,55 to 64
2023,18,Other,35 to 44
2023,16,Apartment,45 to 54
2023,18,Apartment,35 to 44
2023,10,Apartment,25 to 34
2023,11,Apartment,18 to 24
2023,5,Apartment,18 to 24
2023,16,Apartment,45 to 54
2023,15,Apartment,25 to 34
2023,21,Apartment,35 to 44
2023,11,Apartment,18 to 24
2023,20,Apartment,65 and above
2023,21,Apartment,65 and above
2023,17,Apartment,45 to 54
2023,6,House,25 to 34
2023,19,Apartment,55 to 64
2023,11,Apartment,25 to 34
2023,12,Apartment,55 to 64
2023,13,Apartment,35 to 44
2023,21,House,55 to 64
2023,2,Outside,35 to 44
2023,22,Apartment,25 to 34
2023,21,House,25 to 34
2023,19,Transit,35 to 44
2023,19,Outside,45 to 54
2023,22,Outside,55 to 64
2023,14,Educational,18 to 24
2023,21,House,45 to 54
2023,21,House,55 to 64
2023,15,Commercial,18 to 24
2023,6,Outside,18 to 24
2023,23,Other,25 to 34
2023,23,House,45 to 54
2023,12,Outside,35 to 44
2023,15,Commercial,45 to 54
2023,11,Outside,25 to 34
2023,17,Outside,25 to 34
2023,20,Apartment,35 to 44
2023,10,Outside,35 to 44
2023,9,House,35 to 44
2023,21,Apartment,25 to 34
2023,11,House,65 and above
2023,10,Apartment,65 and above
2023,13,Apartment,18 to 24
2023,13,Other,45 to 54
2023,14,House,65 and above
2023,6,Commercial,18 to 24
2023,14,House,45 to 54
2023,4,Apartment,25 to 34
2023,6,Apartment,18 to 24
2023,18,House,25 to 34
2023,9,House,45 to 54
2023,23,Outside,18 to 24
2023,15,Outside,18 to 24
2023,11,Apartment,25 to 34
2023,10,Outside,18 to 24
2023,8,Outside,45 to 54
2023,7,Apartment,65 and above
2023,11,Other,18 to 24
2023,17,House,18 to 24
2023,2,Outside,35 to 44
2023,15,House,35 to 44
2023,13,Other,45 to 54
2023,3,Apartment,25 to 34
2023,4,Apartment,35 to 44
2023,22,Apartment,45 to 54
2023,13,Apartment,18 to 24
2023,11,House,18 to 24
2023,19,House,65 and above
2023,3,Outside,25 to 34
2023,10,House,65 and above
2023,14,Outside,25 to 34
2023,19,House,25 to 34
2023,20,Other,18 to 24
2023,22,Apartment,35 to 44
2023,20,Apartment,25 to 34
2023,17,Apartment,25 to 34
2023,3,Outside,25 to 34
2023,12,Other,18 to 24
2023,22,Apartment,25 to 34
2023,15,Apartment,45 to 54
2023,15,Apartment,65 and above
2023,12,Apartment,35 to 44
2023,11,Apartment,45 to 54
2023,13,Apartment,35 to 44
2023,10,Apartment,18 to 24
2023,15,Apartment,65 and above
2023,15,House,65 and above
2023,12,Other,45 to 54
2023,14,House,35 to 44
2023,13,Apartment,25 to 34
2023,20,Apartment,18 to 24
2023,10,Apartment,65 and above
2023,15,Outside,25 to 34
2023,2,Commercial,35 to 44
2023,3,Outside,45 to 54
2023,8,Apartment,45 to 54
2023,23,Apartment,45 to 54
2023,19,Apartment,45 to 54
2023,17,Commercial,18 to 24
2023,17,Outside,45 to 54
2023,16,Apartment,25 to 34
2023,8,Other,45 to 54
2023,20,Other,55 to 64
2023,9,Other,55 to 64
2023,16,Apartment,65 and above
2023,10,Apartment,35 to 44
2023,8,Apartment,25 to 34
2023,22,Outside,25 to 34
2023,18,Apartment,25 to 34
2023,9,Other,25 to 34
2023,12,Commercial,18 to 24
2023,13,Other,65 and above
2023,10,Apartment,25 to 34
2023,14,Apartment,25 to 34
2023,17,Commercial,25 to 34
2023,21,Apartment,35 to 44
2023,11,Apartment,35 to 44
2023,8,House,25 to 34
2023,11,Commercial,35 to 44
2023,18,Other,55 to 64
2023,12,House,18 to 24
2023,4,Apartment,25 to 34
2023,13,Other,45 to 54
2023,10,Apartment,25 to 34
2023,9,Apartment,65 and above
2023,9,Outside,18 to 24
2023,12,Apartment,25 to 34
2023,16,Outside,35 to 44
2023,11,Apartment,25 to 34
2023,16,Apartment,25 to 34
2023,19,Outside,Not Recorded
2023,11,Apartment,65 and above
2023,15,House,45 to 54
2023,19,Commercial,45 to 54
2023,23,House,65 and above
2023,22,Apartment,18 to 24
2023,10,House,65 and above
2023,13,Outside,25 to 34
2023,20,House,18 to 24
2023,17,Other,25 to 34
2023,6,House,65 and above
2023,23,Apartment,18 to 24
2023,8,Apartment,65 and above
2023,11,House,18 to 24
2023,8,Apartment,25 to 34
2023,14,Other,25 to 34
2023,14,Apartment,25 to 34
2023,17,Apartment,25 to 34
2023,11,House,25 to 34
2023,15,Apartment,45 to 54
2023,16,Apartment,25 to 34
2023,11,Outside,65 and above
2023,17,Apartment,18 to 24
2023,12,Apartment,55 to 64
2023,16,Other,18 to 24
2023,8,House,55 to 64
2023,15,Other,35 to 44
2023,22,Other,25 to 34
2023,6,House,35 to 44
2023,18,Other,35 to 44
2023,23,Apartment,25 to 34
2023,21,Outside,45 to 54
2023,11,Transit,25 to 34
2023,15,Apartment,25 to 34
2023,14,House,65 and above
2023,4,Apartment,25 to 34
2023,15,Apartment,18 to 24
2023,10,Apartment,25 to 34
2023,17,House,25 to 34
2023,12,House,35 to 44
2023,21,Apartment,25 to 34
2023,21,Apartment,25 to 34
2023,21,Apartment,25 to 34
2023,16,Apartment,18 to 24
2023,14,Apartment,65 and above
2023,10,Apartment,35 to 44
2023,7,Apartment,35 to 44
2023,10,Apartment,35 to 44
2023,12,House,25 to 34
2023,6,Apartment,25 to 34
2023,20,House,25 to 34
2023,22,Apartment,25 to 34
2023,1,Other,45 to 54
2023,18,Transit,35 to 44
2023,12,Other,55 to 64
2023,19,Commercial,18 to 24
2023,19,Other,65 and above
2023,18,Apartment,25 to 34
2023,16,Apartment,25 to 34
2023,9,Apartment,25 to 34
2023,10,House,65 and above
2023,17,Outside,18 to 24
2023,22,Other,55 to 64
2023,13,House,65 and above
2023,6,Other,35 to 44
2023,4,House,18 to 24
2023,17,Other,45 to 54
2023,19,House,25 to 34
2023,9,Apartment,55 to 64
2023,22,Apartment,18 to 24
2023,11,Outside,35 to 44
2023,13,Outside,18 to 24
2023,19,Apartment,35 to 44
2023,14,House,45 to 54
2023,17,Outside,25 to 34
2023,14,House,65 and above
2023,19,Apartment,25 to 34
2023,1,Outside,18 to 24
2023,5,Outside,35 to 44
2023,13,Commercial,18 to 24
2023,13,Other,65 and above
2023,20,Transit,25 to 34
2023,17,Apartment,55 to 64
2023,19,Apartment,18 to 24
2023,17,Apartment,25 to 34
2023,16,Transit,55 to 64
2023,10,Other,65 and above
2023,1,Outside,35 to 44
2023,8,House,35 to 44
2023,8,Outside,45 to 54
2023,16,Apartment,25 to 34
2023,22,Apartment,45 to 54
2023,16,Apartment,45 to 54
2023,12,House,45 to 54
2023,11,Other,55 to 64
2023,2,Transit,18 to 24
2023,22,Apartment,25 to 34
2023,9,House,25 to 34
2023,17,Apartment,55 to 64
